,date,score
0,2020-05-27,12.75
1,2020-05-28,5.0
2,2020-05-29,5.25
3,2020-05-30,0.0
4,2020-05-31,6.0
5,2020-06-01,10.25
6,2020-06-02,44.75
7,2020-06-03,0.0
8,2020-06-04,9.75
9,2020-06-05,17.25
10,2020-06-06,5.75
11,2020-06-07,37.0
12,2020-06-08,9.75
13,2020-06-09,9.75
14,2020-06-10,5.25
15,2020-06-11,7.5
16,2020-06-12,35.75
17,2020-06-13,0.0
18,2020-06-14,6.0
19,2020-06-15,5.25
20,2020-06-16,5.25
21,2020-06-17,22.75
22,2020-06-18,10.5
23,2020-06-19,5.5
24,2020-06-20,6.0
25,2020-06-21,25.0
26,2020-06-22,16.25
27,2020-06-23,5.25
28,2020-06-24,5.5
29,2020-06-25,0.0
30,2020-06-26,16.75
31,2020-06-27,6.25
32,2020-06-28,6.0
33,2020-06-29,39.5
34,2020-06-30,13.75
