,date,score
0,2020-05-27,17.727272727272727
1,2020-05-28,13.545454545454545
2,2020-05-29,15.909090909090908
3,2020-05-30,20.454545454545453
4,2020-05-31,8.0
5,2020-06-01,11.818181818181818
6,2020-06-02,29.181818181818183
7,2020-06-03,26.727272727272727
8,2020-06-04,36.63636363636363
9,2020-06-05,46.81818181818182
10,2020-06-06,36.90909090909091
11,2020-06-07,40.09090909090909
12,2020-06-08,11.909090909090908
13,2020-06-09,26.818181818181817
14,2020-06-10,13.818181818181818
15,2020-06-11,14.818181818181818
16,2020-06-12,10.727272727272727
17,2020-06-13,10.909090909090908
18,2020-06-14,9.454545454545455
19,2020-06-15,6.090909090909091
20,2020-06-16,18.181818181818183
21,2020-06-17,14.363636363636363
22,2020-06-18,40.90909090909091
23,2020-06-19,14.818181818181818
24,2020-06-20,36.0
25,2020-06-21,34.45454545454545
26,2020-06-22,28.181818181818183
27,2020-06-23,23.0
28,2020-06-24,10.727272727272727
29,2020-06-25,15.545454545454545
30,2020-06-26,29.272727272727273
31,2020-06-27,17.454545454545453
32,2020-06-28,42.36363636363637
33,2020-06-29,19.0
34,2020-06-30,25.181818181818183
35,2020-07-01,20.454545454545453
36,2020-07-02,11.909090909090908
37,2020-07-03,21.272727272727273
38,2020-07-04,18.0
39,2020-07-05,13.0
40,2020-07-06,20.0
41,2020-07-07,17.0
42,2020-07-08,13.636363636363637
43,2020-07-09,19.636363636363637
44,2020-07-10,23.363636363636363
45,2020-07-11,6.181818181818182
